1,21,1954,The Nautilus launchedfirst nuclear submarine.
1,21,1962,Snow falls in San Franciscobelieve it or not.
1,21,1979,Neptune becomes the outermost planet (Pluto moves closer).
1,22,1850,The Alta California becomes a daily paper1st such in Calif.
1,22,1939,Aquatic Park dedicated.
1,22,1968,Apollo 5 launched to moonUnmanned lunar module tests made
1,22,1975,Lansat 2an Earth Resources Technology Satelliteis launched
1,23,1579,Union of Utrecht signedforming protestant Dutch Republic
1,23,1964,24th Amendment ratifiedBarred poll tax in federal elections
1,24,1848,James Marshall finds gold in Sutter's Mill in ColomaCalif
1,24,1899,The rubber heel is patented by Humphrey O'Sullivan.
1,24,1935,1st beer in cans is sold.
1,24,1982,San Francisco 49'ers win their 1st Super Bowl26-21.
1,24,1985,15th Space Shuttle Mission - Discovery 3 is launched
1,24,1986,Voyager 2 makes 1st fly-by of Uranus finds new moonsrings
1,25,1915,Alexander Bell in New York calls Thomas Watson in San Francisco.
1,25,1925,Largest diamondCullinan (3106 carets)found in South Africa
1,25,1949,first Emmy Awards are presented.
1,25,1949,first popular elections in Israel.
1,25,1959,first transcontinental commercial jet flight (LA to NY for $301).
1,25,1964,Echo 2US communications satellite launched
1,26,1788,1st settlement established by the English in Australia.
1,26,1837,Michigan is admitted as the 26th of the United States
1,26,1841,Hong Kong was proclaimed a sovereign territory of Britain
1,26,1871,American income tax repealed.  Would that it had lasted!
1,26,1950,India becomes a republic ceasing to be a British dominion
1,26,1954,Ground breaking begins on Disneyland
1,27,1880,Thomas Edison granted patent for an electric incandescent lamp
1,27,1888,National Geographic Society founded in WashingtonDC
1,27,1926,1st public demonstration of television.
1,27,1948,1st Tape Recorder is sold.
1,27,1967,Apollo 1 fire kills astronauts GrissomWhite & Chaffee
1,27,1973,US & Vietnam sign cease-fireending the longest US war
1,28,1807,London's Pall Mall is the 1st street lit by gaslight.
1,28,1821,Bellingshausen discovers Alexander Island off Antarctica
1,28,1878,George W. Coy hired as 1st full-time telephone operator.
1,28,1915,US Coast Guard establishedSemper Paratus
1,28,1938,1st Ski Tow starts running (in Vermont).
1,28,1958,Construction began on 1st private thorium-uranium nuclear reactor
1,28,1960,first photograph bounced off moonWashington DC
1,28,1986,Space Shuttle Challenger explodeskilling a brave crew and NASA.
1,29,1788,Australia Day
1,29,1861,Kansas becomes 34th state
1,29,1904,1st athletic letters given: to Univ of Chicago football team.
1,29,1920,Walt Disney starts 1st job as an artist $40 week with KC Slide Co
1,29,1959,Walt Disney's 'Sleeping Beauty' is released
1,30,1847,Yerba Buena renamed San Francisco.
1,30,1862,US Navy's 1st ironclad warshipthe 'Monitor'launched.
1,30,1917,1st jazz record in United States is cut.
1,30,1969,US/Canada ISIS 1 launched to study ionosphere
1,31,1851,San Francisco Orphan's Asylum1st in Californiafounded.
1,31,1862,Telescope maker Alvin Clark discovers dwarf companion of Sirius
1,31,1871,Birds fly over the western part of San Francisco in such large numbers that they actually darken the sky.
1,31,1911,Congress passes resolution naming San Francisco as the site of the celebration of the opening of the Panama Canal.
1,31,1950,Pres Truman authorized production of H-Bomb
1,31,1958,1st U.S. satellite launchedExplorer I.
1,31,1958,James van Allen discovers radiation belt
1,31,1961,Ham the chimp is 1st animal sent into space by the US.
1,31,1966,Luna 9 launched for moon
1,31,1971,Apollo 14 launched1st landing in lunar highlands.
2,1,1709,Alexander Selkirk (aka Robinson Crusoe) rescued from Juan Fernand
2,1,1790,US Supreme Court convened for first time (NYC)
2,1,1865,13th amendment approved (National Freedom Day)
2,1,1867,Bricklayers start working 8-hour days.
2,1,1920,The first armored car is introduced.
2,1,1958,Egypt & Syria join to form United Arab Republic
2,1,1972,First scientific hand-held calculator (HP-35) introduced
2,2,1848,First shipload of Chinese immigrants arrive in San Francisco.
2,2,1848,Mexico sells CaliforniaNew Mexico and Arizona to the USA.
2,2,1876,National Baseball League formed with 8 teams.
2,2,1880,SS Strathleven arrives in London with first successful shipment of frozen mutton from Australia.
2,2,1935,Lie detector first used in court in PortageWisconsin
2,2,1962,Eight of the planets line up for the first time in 400 years.
2,3,1918,Twin Peaks Tunnellongest (11,920 feet) streetcar tunnel in the worldbegins service in San Francisco.
2,3,1945,Yalta ConferenceRussia agrees to enter WWII against Japan
2,3,1966,Soviet Luna 9 first spacecraft to soft-land on moon
2,4,1887,Interstate Commerce Act: Federal regulation of railroads
2,4,1932,First Winter Olympics held (At Lake PlacidNY).
2,4,1936,First radioactive substance produced synthetically - radium E
2,4,1948,Ceylon (now Sri Lanka) gains independence.
2,4,1957,First electric portable typewriter placed on saleSyracuse NY
2,4,1974,Patricia Hearst kidnapped by Symbionese Liberation Army
2,4,0000,MSU Management professor Dr. Allison Pearson born in Monroeville AL.
2,5,1887,Snow falls on San Francisco.
2,5,1953,Walt Disney's 'Peter Pan' released
2,5,1971,Apollo 143rd manned expedition to moonlands near Fra Mauro
2,5,1974,Mariner 10 takes first close-up photos of Venus' cloud structure
2,5,1979,According to Census BureauUS population reaches 200 million
2,6,1693,College of William and Mary chartered in WilliamsburgVa
2,6,1900,Spanish-American War ends
2,6,1922,USUKFranceItaly & Japan sign Washington Naval Arms Limitation Treaty
2,6,1952,Elizabeth II becomes queen of Great Britain
2,7,1889,Astronomical Society of Pacific holds first meeting in SF
2,7,1940,Walt Disney's 'Pinocchio' released
2,8,1693,Charter granted for College of William & Mary2nd college in US
2,8,1883,Louis Waterman begins experiments that invent the fountain pen.
2,8,1908,Boy Scouts of America founded.
2,8,1922,Radio arrives in the White House.
2,8,1977,Earthquakeat 5.0strongest since 1966.
2,9,1877,U.S. Weather Service is founded.
2,9,1885,First Japanese arrive in Hawaii.
2,9,1964,First appearance of the Beatles on Ed Sullivan
2,9,1969,The Boeing 747 makes its first commercial flight.
2,10,1720,Edmund Halley is appointed 2nd Astronomer Royal of England
2,10,1763,Treaty of Paris ends French & Indian War
2,10,1870,City of Anaheim incorporated (first time).
2,10,1879,First electric arc light used (in California Theater).
2,11,660,Traditional founding of Japan by Emperor Jimmu Tenno
2,11,1854,Major streets lit by coal gas for first time.
2,11,1929,Vatican City (world's Smallest Country) made an enclave of Rome
2,11,1970,Japan becomes 4th nation to put a satellite (Osumi) in orbit
2,12,1541,SantiagoChile founded.
2,12,1924,Gershwin's 'Rhapsody In Blue' premiers in Carnegie Hall
2,12,1934,Export-Import Bank incorporated.
2,12,1945,San Francisco selected for site of United Nations Conference.
2,12,1947,A daytime fireball & meteorite fall is seen in eastern Siberia
2,12,1961,USSR launches Venera 1 toward Venus
2,13,1741,First magazine published in America (The American Magazine)
2,13,1867,'Blue Danube' waltz premiers in Vienna
2,13,1937,'Prince Valiant' comic strip appears; known for historical detail and fine detail drawing.  Thanks Hal.
2,14,1859,Oregon admitted as 33rd State
2,14,1876,Alexander Graham Bell files for a patent on the telephone.
2,14,1912,Arizona becomes 48th state
2,14,1961,Element 103lawrenciumfirst produced in Berkeley California
2,14,1980,Solar Maximum Mission Observatory launched to study solar flares.
2,15,1861,Fort Point completed & garrisoned (but has never fired it's cannon in anger).
2,15,1898,USS Maine sinks in Havana harborcause unknown.
2,15,1917,San Francisco Public Library dedicated.
2,15,1950,Walt Disney's 'Cinderella' released
2,15,1954,First bevatron in operation - BerkeleyCalifornia
2,16,1883,Ladies Home Journal begins publication.
2,16,1914,First airplane flight to Los Angeles from San Francisco.
2,16,1918,Lithuania proclaims its short-lived independence.
2,16,1923,Howard Carter finds the tomb of Pharoah Tutankhamun
2,16,1937,Nylon patentedWH Carothers
2,16,1946,First commercially designed helicopter testedBridgeport Ct
2,17,1870,Mississippi readmitted to U.S. after Civil War
2,17,1876,Sardines were first cannedin EastportMaine.
2,17,1878,First telephone exchange in San Francisco opens with 18 phones.
2,18,1850,Legislature creates the 9 San Francisco Bay Area counties.
2,18,1930,Plutothe ninth planetis discovered by Clyde Tombaugh.
2,18,1939,Golden Gate International Exposition opens on Treasure Island (which was built for the occasion) in San Francisco Bay.
2,19,1878,Thomas Alva Edison patents the phonograph.
2,19,1945,Marines land on Iwo Jima.
2,19,1977,President Ford pardons Iva Toguri D'Aquino ('Tokyo Rose').
2,20,1873,University of California gets its first Medical School (UC/SF).
2,20,1901,First territorial legislature of Hawaii convenes.
2,20,1915,Panama-Pacific International Exposition opens in San Francisco.
2,20,1931,Congress allows California to build the Oakland-Bay Bridge.
2,20,1962,John Glenn is first American to orbit the Earth.
2,21,1804,First self-propelled locomotive on rails demonstratedin Wales.
2,21,1878,First Telephone book is issuedin New HavenConn.
2,22,1900,Hawaii becomes a US Territory.
2,23,1887,Congress grants Seal Rocks to San Francisco.
2,23,1900,Steamer 'Rio de Janiero' sinks in San Francisco Bay.
2,23,1958,Last SF Municipal arc lightover intersection of Mission & 25th Streetremoved (it had been installed in 1913).
2,24,1857,Los Angeles Vineyard Society organized.
2,24,1942,Voice of America begins broadcasting (in German).
2,25,1919,Oregon is first state to tax gasoline (1 cent per gallon).
2,26,1863,President Lincoln signs the National Currency Act.
2,26,1933,Golden Gate Bridge ground-breaking ceremony.
2,27,1844,Dominican Republic gains it's independence.
2,27,1991,President Bush declares a cease-firehalting the Gulf War.
2,28,1849,First steamship enters San Francisco Bay.
2,28,1883,First vaudeville theater opens.
2,28,1914,Construction begins on the Tower of Jewels for the Exposition.
2,28,1956,Forrester issued a patent for computer core memory.
3,1,1781,The Articles of Confederation adopted by Continental Congress.
3,1,1859,Present seal of San Francisco adopted (2nd seal for city).
3,1,1864,Patent issued for taking & projecting motion pictures to Louis Ducos du Hauron (he never did build such a machinethough).
3,1,1867,Nebraska becomes a state.
3,1,1872,Yellowstone becomes world's first national park
3,1,1961,President Kennedy establishes the Peace Corps.
3,1,1966,Venera 3 becomes the first manmade object to impact another planet - Venus.
3,1,1970,End of commercial whale hunting by the US.  Japanstop it!
3,1,1982,Soviet Venera 13 makes a soft landing on Venus.
3,2,1836,Texas declares independence from Mexico.
3,2,1861,Congress creates the Territory of Nevada.
3,2,1917,Puerto Rico territory createdUS citizenship granted.
3,2,1929,US Court of Customs & Patent Appeals created by US Congress.
3,2,1949,First automatic street light installed. (In New MilfordCT)
3,2,1958,First surface crossing of the Antarctic continent ends.
3,2,1972,Pioneer 10 launched for Jupiter flyby.
3,2,1974,First Class postage raised to 10 cents from 8 cents.
3,2,1978,Soyuz 28 carries 2 cosmonauts (1 Czechoslovakian) to Salyut 6
3,3,1791,Congress passed a resolution ordering U.S. Mint be established.
3,3,1812,Congress passes first foreign aid bill.
3,3,1845,Florida becomes 27th state
3,3,1849,Gold Coinage Act passedallowing gold coins to be minted.
3,3,1851,Congress authorizes smallest US silver cointhe 3-cent piece.
3,3,1861,Russian Tsar Alexander II abolishes serfdom
3,3,1863,Abraham Lincoln approves charter for National Academy of Sciences
3,3,1875,A 20-cent coin was authorized by Congress (It lasted 3 years).
3,3,1878,Bulgaria liberated from Turkey
3,3,1885,American Telephone and Telegraph incorporated.
3,3,1923,Time magazine publishes its first issue.
3,3,1931,'Star Spangled Banner' officially becomes US national anthem.
3,3,1956,Morocco gains its independence.
3,3,1969,Apollo 9 launched
3,3,1972,Pioneer 10 launched thru asteroid belt & Jupiter
3,4,1675,John Flamsteed appointed first Astronomer Royal of England.
3,4,1789,Congress declares the Constitution to be in effect.
3,4,1791,Vermont admitted as 14th state.
3,4,1792,Oranges introduced to Hawaii.
3,4,1793,Shortest inauguration speech133 wordsWashington (2nd time).
3,4,1801,Jefferson is the first President inaugurated in WashingtonDC.
3,4,1826,First US railroad charteredthe Granite Railway in QuincyMass.
3,4,1841,Longest inauguration speech8443 wordsWilliam Henry Harrison.
3,4,1861,Confederate States adopt 'Stars & Bars' flag
3,4,1902,American Automobile Association (AAA) founded.
3,4,1933,Roosevelt inaugurated'We have nothing to fear but fear itself'
3,4,1934,Easter Cross on Mt. Davidson dedicated.
3,4,1955,First radio facsimile transmission is sent across the continent.
3,4,1959,Pioneer 4 makes first US lunar flyby.
3,4,1968,Orbiting Geophysical Observatory 5 launched
3,4,1977,First CRAY 1 supercomputer shipped to Los Alamos LabsNM
3,4,1979,US Voyager I photo reveals Jupiter's rings
3,5,1616,Corpernicus' DE REVOLUTIONIBUS placed on Catholic forbidden index
3,5,1770,Boston Massacre
3,5,1845,Congress appropriates $30,000 to ship camels to western US.
3,5,1908,1st ascent of Mt. ErebusAntarctica
3,5,1933,FDR proclaims 10-day bank holiday.
3,5,1946,Winston Churchill's 'Iron Curtain' speech
3,5,1979,Voyager I's closest approach to Jupiter
3,6,1665,'The Philosophical Transactions of the Royal Society' was first publishedand is still published today.
3,6,1836,Alamo falls.  Remember it!
3,6,1857,Dred Scott decision rendered.
3,6,1986,Soviet Vega 1 probe passes within 10,000 km of Halley's comet
3,7,1778,James Cook first sights Oregon coastat Yaquina Bay
3,7,1848,In Hawaiithe Great Mahele (division of lands) is signed.
3,7,1876,Alexander Graham Bell patents the telephone.
3,7,1912,Roald Amundsen announces the discovery of the South Pole
3,7,1926,First transatlantic telephone call (London-New York)
3,7,1933,The game 'Monopoly' is invented.
3,7,1936,Hitler breaks Treaty of Versaillessends troops to Rhineland
3,7,1962,US Orbiting Solar Observatory is launched.
3,7,1981,Walter Cronkite's final CBS anchor appearance.  Still unequaled.
3,8,1862,The Confederate ironclad 'Merrimack' launched.
3,8,1917,US invades Cubafor third time.  No wonder they're paranoid.
3,8,1934,Edwin Hubble photo shows as many galaxies as Milky Way has stars
3,8,1965,First US forces arrive in Vietnam.  Oh unhappy day!
3,8,1976,Largest observed falling single stony meteorite (JilingChina)
3,9,1497,Nicolaus Copernicus first recorded astronomical observation.
3,9,1796,Napoleon Bonaparte marries Josephine de Beauharnais
3,9,1822,Charles Graham of NY granted patent for artificial teeth
3,9,1862,The ironclads 'Monitor' (Union) & 'Merrimack' (Rebel) battle in Hampton Roads.  It was a standoff.
3,9,1954,Edward R. Murrow criticizes Senator McCarthy (See it Now)
3,9,1961,Sputnik 9 carries Chernushka (dog) into orbit
3,9,1979,First extraterrestrial volcano found(Jupiter's satellite Io).
3,10,1847,First money minted in Hawaii.
3,10,1849,Abraham Lincoln applies for a patentonly US president to do so.
3,10,1876,First telephone callmade by Alexander Graham Bell
3,10,1933,Big earthquake in Long Beach (W.C. Fields was making a movie when it struck & the cameras kept running).
3,10,1977,Rings of Uranus discovered during occultation of SAO
3,11,1810,Emperor Napoleon married by proxy to Archduchess Marie Louise
3,11,1861,Confederate convention in Montgomeryadopts constitution
3,11,1867,Great Mauna Loa eruption (volcano in Hawaii).
3,11,1892,First public game of basketball.
3,11,1938,Germany invades Austria.
3,11,1941,FDR signs Lend-Lease Bill with England.
3,11,1942,Gen MacArthur leaves Bataan for Australia.
3,11,1960,Pioneer 5 launched; orbits sun between Earth & Venus
3,11,1985,Mikhail Gorbachev replaces Konstantin Chernenko.
3,12,1850,First $20 Gold piece issued.
3,12,1868,Congress abolishes manufacturers tax
3,12,1912,Girl Guides (Girl Scouts) founded in Savanah Ga
3,12,1925,First transatlantic radio broadcast.
3,12,1936,FDR conducts his first 'Fireside Chat'
3,12,1981,Soyuz T-4 carries 2 cosmonauts to Salyut 6 space station
3,13,1639,Harvard University is named for clergyman John Harvard.
3,13,1677,Massachusets gains title to Maine for $6,000.
3,13,1852,Uncle Sam makes his debut in the New York 'Lantern'
3,13,1877,Chester Greenwood patents ear muffler
3,13,1884,US adopts standard time
3,13,1925,Law passed in Tennessee prohibiting teaching evolution
3,13,1930,Clyde Tombaugh announces discovery of Pluto at Lowell Observatory
3,13,1970,Digital Equipment Corp introduces the PDP-11 minicomputer.
3,13,1986,Soyuz T-15 launched
3,14,1629,Royal charter grants Massachusets Bay Colony
3,14,1644,Royal patent for Providence Plantations (now Rhode Island).
3,14,1794,Eli Whitney patents the cotton gin
3,14,1870,Legislature approves act making Golden Gate Park possible.
3,14,1896,Sutro Baths opens by Cliff House (closed Sept 11952).
3,14,1900,US currency goes on gold standard
3,14,1903,First national bird reserve established in SebastianFlorida
3,14,1923,President Harding is the first president to file his income tax.
3,14,1948,Freedom Train arrives in San Francisco.
3,14,1965,Israeli cabinet approves diplomatic relations with W Germany
3,14,1983,OPEC cuts oil prices for first time in 23 years.
3,15,1944,Julius Csar assassinated in Roman Senate.  Et tuBrute?
3,15,1820,Maine admitted as 23rd state
3,15,1913,Woodrow Wilson holds the first Presidential Press Conference.
3,15,1916,Pershing and 15,000 troops chase Pancho Villa into Mexico.
3,15,1917,Nicholas IIlast Russian tsarabdicates
3,15,1937,First blood bank establishedChicagoIllinois
3,15,1956,My Fair Lady opens in New York.
3,15,1960,Key Largo Coral Reef Preserve established (first underwater park)
3,15,1968,US Mint stops buying and selling gold.
3,15,1968,US Mint stops buying and selling gold.
3,15,1999,Pluto again becomes the outermost planet.
3,16,1621,First Indian appears at PlymouthMassachusets
3,16,1802,Law signed to establish US Military Academy at West PointNY
3,16,1827,First US black newspaperFreedom's JournalNew York
3,16,1916,US and Canada sign Migratory Bird Treaty
3,16,1926,Robert Goddard launches first liquid fuel rocket - 184 feet
3,16,1935,Hitler orders German rearmamentviolating Versailles Treaty
3,16,1966,Gemini 8 launched with 2 astronauts
3,16,1975,US Mariner 10 makes 3rdand finalfly-by of Mercury.
3,17,1906,President Theodore Roosevelt first uses the term 'muckrake'.
3,17,1910,Camp Fire Girls are organized.
3,17,1941,National Gallery of Art opens in WashingtonDC
3,17,1950,Element 98 (Californium) is announced.
3,17,1958,Vanguard 1 measures shape of Earth
3,17,1959,Dalai Lama flees Tibet for India
3,17,1966,US sub locates missing hydrogen bomb in Mediterranean.
3,17,1969,Golda Meir becomes Israeli Prime Minister.
3,18,1541,de Soto is first European to record flooding of the Mississippi
3,18,1766,Britain repeals Stamp Actpartial cause of American Revolution.
3,18,1850,American Express founded.
3,18,1850,American Express founded
3,18,1881,Barnum & Bailey's Greatest Show on Earth opens in Madison Square Garden in New York City.
3,18,1892,Lord Stanley proposes silver cup challenge for Hockey
3,18,1909,Einar Dessau of Denmark - first ham broadcaster.
3,18,1931,First electric razor marketed by Schick.
3,18,1938,Mexico takes control of foreign-owned oil properties.
3,18,1952,First plastic lens for cataract patients fittedPhiladelphia.
3,18,1959,Pres Eisenhower signs Hawaii statehood bill
3,18,1965,Russia launches 2nd Voshkodfirst spacewalk - Aleksei Leonov.
3,19,1822,BostonMass incorporated
3,19,1859,Faust by Charles Gounod premiers in Paris
3,19,1917,US Supreme Court upheld 8 hour work day for the railroads.
3,19,1918,Congress authorizes time zones & approves daylight time
3,19,1920,US Senate rejects Treaty of Versailles for 2nd time
3,19,1928,Amos & Andy debuts on radio
3,19,1928,'Amos and Andy' debut on radio.
3,19,1931,Nevada legalized gambling
3,19,1949,First museum devoted exclusively to atomic energyOak RidgeTN
3,20,1760,Great Fire of Boston destroys 349 buildings
3,20,1833,US and Siam conclude their first commercial treaty
3,20,1852,Harriet Beecher Stowe's `Uncle Tom's Cabin,' published
3,20,1886,First commercial AC-power plant begins operation
3,20,1942,MacArthur vowes to Phillipinos'I shall return'
3,21,1851,Yosemite Valley discovered in Californiaparadise found.
3,21,1965,US Ranger 9 launched takes 5,814 pictures before lunar impact
3,21,1965,Martin Luther King Jr begins march from Selma to Montgomery
3,22,1621,Massasoit & Pilgrims agree on league of friendship (Plymouth)
3,22,1733,Joseph Priestly (father of soda pop) invents carbonated water.
3,22,1765,Britain enacts the now infamous Stamp Act
3,22,1778,Captain Cook sights Cape Flatteryin Washington state
3,22,1882,Congress outlaws polygamy.  Male longevity increases.
3,22,1941,Grand Coulee Dam in Washington state goes into operation
3,22,1945,Arab League is founded
3,22,1946,Jordan (formerly Transjordan) gains independence from Britain.
3,22,1957,Earthquake gives San Francisco the shakes.
3,22,1960,Schawlow and Townes obtain a patent for the laser.
3,22,1963,Beatles release their first albumPlease Please Me
3,22,1968,President Johnson's daughterLyndaordered off Cable Car because she was eating an ice cream cone (no food on cars!).
3,22,1977,Indira Gandhi resigns as PM of India
3,22,1978,Robert Frost Plazaat CaliforniaDrumm & Marketdedicated.
3,22,1981,First Class Postage raised from 15 cents to 18 cents.
